trial,strategy,finalScore,trainScore,testScore,lookback,maxRangePct,minBodyToMedian,minVolToAvg,breakoutBuf,stopBuf,camMinPrice,camMaxPrice,camMinGapPct,camMinDayGainPct,camMinRvol,camPullbackBars,camMaxPullbackPct,camStopCents,camRoundBreakDist,emMinPrice,emMaxPrice,emMinGapPct,emMinPremarketVol,emMinRvol,emPoleBars,emMinPolePct,emFlagBars,emMaxFlagRetrace,emEntryBufCents,emStopBufCents,revLookback,revRangePct,revPivot,revSwings,revMaxBarsAfterLow,revMinGreenBody,revMinLowerWick,revEntryBufPct,revStopBufPct,revMinBullRunPct,revTakeProfitPct,fillBars,entryBuf,tpR,trainFilled,trainAvgR,trainPF,trainDDPct,trainTotalPnl,trainWinRate,testFilled,testAvgR,testPF,testDDPct,testTotalPnl,testWinRate
7,ReversalUp,12915.007765127126859277694254,13122.573519307260559664691408,15103.659133856926308697198522,,,,,,,,,,,,,,,,,,,,,,,,,,,33,0.03428480928963275,3,6,3,1.5896454525597602,0.3802707992867897,0.0001410233155549612,0.002307076074791643,0.011042037178316170,0.6365862290545304,15,0.00008906153570351265,,1,0.8100690132023799415338133777,999,0,59.834639568372991480613922950,1,1,0.9765043117239400097034884367,999,0,98.35311181734377073974215056,1
416,ReversalUp,12077.505917380451272673030449,21795.843195634085454455050749,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,69,0.05307101471958265,4,6,4,1.2600290476624061,0.20635552024764731,0.001058499729753704,0.0029537444519595,0.03320338763445775,0.7539541951166252,11,0.0007518053547254790,,1,2.3419915287372317872814127562,999,0,226.89498123059533873974332299,1,0,0,0,0,0,0
73,ReversalUp,10153.567838025111689314898018,11140.279411563119537613190789,11173.500477718099916867458861,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0.02518737731277355,3,4,5,1.2366128755438202,0.2475218633411087,0.0000758713279272762,0.002345626220268024,0.01892474323461055,0.5701803401905019,8,0.0003049130718246630,,2,0.237008845787158029435322696,999,0,43.394045909656553897550968696,1,1,0.2228686646200841068493615863,999,0,22.76889433835473541534358240,1
225,ReversalUp,8193.056983026486979175838029,15321.761638377478298626396715,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,51,0.03134897238172075,2,4,2,1.9448107612527962,0.3163858028670707,0.000679899741280778,0.002723101617173805,0.01524695751035910,0.7797180199901192,2,0.0012967723316032305,,1,0.917923982012259438294949845,999,0,102.74449490541671283915493590,1,0,0,0,0,0,0
360,ReversalUp,7868.995992005988961704307360,3837.6846000379692954173637201,16415.963079958018461134722820,,,,,,,,,,,,,,,,,,,,,,,,,,,45,0.04641344283540430,2,6,5,1.3038773962314602,0.3379895163876887,0.00147736900741112,0.001172982807351735,0.02131156115388105,0.7959050756860082,18,0.0005611132681654365,,7,0.8722445095939045426044325291,3.7416560172075097402654053433,0.0039625190435563144355466674,456.01214042124159502337379352,0.7142857142857142857142857143,1,1.1755950627430543158752694353,999,0,123.69418771928849077543521326,1
41,ReversalUp,6645.7424742395905354849303886,12742.904123732650892474883981,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,66,0.03275586223358095,2,5,5,1.7480823107753333,0.4117447413558815,0.00156264588588972,0.002019171342262611,0.0165156088939475,0.5800551571324724,12,0.000694421377356360,,2,0.6093181629887788286440428682,999,0,103.53739643976050036963383439,1,0,0,0,0,0,0
56,ReversalUp,6463.3820817855327191705088716,12438.970136309221198617514786,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0.03226377485425385,2,4,2,1.5226843504806443,0.3416903129972939,0.000635479644236844,0.001066486162164474,0.02427238716942835,0.50972505091211063,10,0.00024739701731475,,1,0.5545429833749567416708780483,999,0,46.931683097484814204910332974,1,0,0,0,0,0,0
87,ReversalUp,6216.9422228491977073461853148,12028.237038081996178910308858,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0.0576765519788845,5,5,5,1.5126108782424644,0.20431569023258783,0.000315910641251090,0.000619720670217519,0.04675306939368745,0.7650644375314304,20,0.000166337987718330,,1,0.4206412991327579711765571436,999,0,39.140645258210203564561826349,1,0,0,0,0,0,0
131,ReversalUp,6150.9893903201026565575361300,11918.315650533504427595893550,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0.0299878147989455,4,4,4,1.2604244392180928,0.302931297618398,0.001103427457205684,0.001301117089717239,0.01508447096454190,0.6391521904334204,10,0.00013467269909320065,,2,0.5117321052413177789484339179,999,0,72.197786154206640373117313792,1,0,0,0,0,0,0
491,ReversalUp,6074.9206277470134907992852320,11791.534379578355817998808720,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0.06753001422971955,3,6,4,1.7520791391618914,0.4240103578772444,0.0001659075842080208,0.0008277182401287,0.014066151196167875,0.7921727360189765,20,0.0013733146518344595,,1,0.3146112846938552948451963865,999,0,34.707318649195495853221354536,1,0,0,0,0,0,0
