symbol,direction,qty,signalTimeUtc,entryTimeUtc,exitTimeUtc,entryLimit,filledEntry,stop,tp,exitPrice,outcome,pnl,r
SOXL,Long,1042,2026-01-02T20:27:00.0000000Z,2026-01-02T20:29:00.0000000Z,2026-01-02T20:44:00.0000000Z,47.96,47.983980,47.69356843717040886840,,47.669721652951823663965800,Stop,-327.457197624199742147636400,-1.082113756030362044087781973
SOXL,Short,1018,2026-01-05T20:33:00.0000000Z,2026-01-05T20:34:00.0000000Z,2026-01-05T20:50:00.0000000Z,49.12,49.095440,49.3416520157693475571800,,49.36632284177723223095859000,Stop,-275.75873292922241111584462000,-1.1002015516212515250855425175
SOXL,Long,932,2026-01-06T18:42:00.0000000Z,2026-01-06T18:43:00.0000000Z,2026-01-06T19:08:00.0000000Z,53.59,53.616795,53.352805278981404973120,,53.3261288763419142706334400,Stop,-270.9008272493358997696339200,-1.1010509141665089983612854092
SOXL,Long,932,2026-01-06T19:57:00.0000000Z,2026-01-06T19:59:00.0000000Z,2026-01-06T20:04:00.0000000Z,53.62,53.646810,53.4777884247811177846200,,53.45104953056872722572769000,Stop,-182.44875750994622562179292000,-1.1581981127424934095324696569
SOXL,Long,927,2026-01-06T20:27:00.0000000Z,2026-01-06T20:28:00.0000000Z,2026-01-06T20:50:00.0000000Z,53.86,53.886930,53.612770222244807621040,,54.222875,EndOfDay,311.421015,1.2253620963319352400249185214
SOXL,Short,962,2026-01-07T16:22:00.0000000Z,2026-01-07T16:23:00.0000000Z,2026-01-07T20:50:00.0000000Z,52,51.9740,52.357058539080274543800,,52.2010875,EndOfDay,-218.4581750,-0.5928271447628819766419646115
SOXL,Short,1017,2026-01-08T18:13:00.0000000Z,2026-01-08T18:14:00.0000000Z,2026-01-08T18:17:00.0000000Z,49.17,49.145415,49.50667426331372664600,,49.531427600445383509323000,Stop,-392.574814652955028981491000,-1.0685195914551828161994429905
SOXL,Long,930,2026-01-09T17:25:00.0000000Z,2026-01-09T17:26:00.0000000Z,2026-01-09T20:50:00.0000000Z,53.735,53.7618675,53.482787750613106297080,,54.3478125,EndOfDay,544.9288500,2.0995611515606351343168455264
