symbol,direction,qty,signalTimeUtc,entryTimeUtc,exitTimeUtc,entryLimit,filledEntry,stop,tp,exitPrice,outcome,pnl,r
DKNG,Short,302,2025-04-29T16:45:00.0000000Z,2025-04-29T16:50:00.0000000Z,2025-04-29T19:50:00.0000000Z,33.065,33.0484675,33.4153498958133859100,,33.3416625,EndOfDay,-88.5448900,-0.7991525441006254352648827665
PATH,Long,839,2025-04-30T19:50:00.0000000Z,2025-04-30T19:55:00.0000000Z,2025-04-30T19:55:00.0000000Z,11.9,11.90595,11.779583876582013384750,,11.934030,EndOfDay,23.559120,0.2222114538333868685866146685
CLOV,Short,2349,2025-05-01T19:55:00.0000000Z,2025-05-02T13:30:00.0000000Z,2025-05-02T13:30:00.0000000Z,3.305,3.3033475,3.356541883247123045750,,3.3582201541887466072728750,Stop,-128.8958646893657804839833750,-1.031549777235443909175863292
PATH,Long,802,2025-05-08T18:45:00.0000000Z,2025-05-08T18:55:00.0000000Z,2025-05-08T19:50:00.0000000Z,12.46,12.466230,12.3943012362848507400,,12.4587675,EndOfDay,-5.9849250,-0.1037484813384647021480566644
PATH,Long,799,2025-05-09T19:50:00.0000000Z,2025-05-09T19:55:00.0000000Z,2025-05-09T19:55:00.0000000Z,12.5,12.50625,12.40429664050766110350,,12.49375,EndOfDay,-9.98750,-0.1226050819928036821854100381
PATH,Long,766,2025-05-12T19:50:00.0000000Z,2025-05-12T19:55:00.0000000Z,2025-05-12T19:55:00.0000000Z,13.04,13.046520,12.939050766428015550750,,13.083455,EndOfDay,28.292210,0.3436797562649444413027635236
PATH,Long,763,2025-05-12T19:55:00.0000000Z,2025-05-13T13:30:00.0000000Z,2025-05-13T19:50:00.0000000Z,13.09,13.096545,12.939050766428015550750,,13.263365,EndOfDay,127.283660,1.0592133833506552350138836244
PATH,Long,649,2025-05-14T19:50:00.0000000Z,2025-05-14T19:55:00.0000000Z,2025-05-14T19:55:00.0000000Z,13.21,13.216605,13.02401170232190364050,,13.203395,EndOfDay,-8.573290,-0.0685901335054733507798017888
BROS,Long,139,2025-05-14T19:55:00.0000000Z,2025-05-15T13:35:00.0000000Z,2025-05-15T13:45:00.0000000Z,71.89,71.925945,71.272229810749296936750,,71.2365936958439222882816250,Stop,-95.8198312776948019288541250,-1.0545132123153222605530220966
BROS,Long,140,2025-05-15T17:05:00.0000000Z,2025-05-15T17:10:00.0000000Z,2025-05-15T19:50:00.0000000Z,71.355,71.3906775,70.71748487638332176250,,71.544210,EndOfDay,21.4945500,0.2280662244561710276927515509
