trial,strategy,finalScore,trainScore,testScore,lookback,maxRangePct,minBodyToMedian,minVolToAvg,breakoutBuf,stopBuf,camMinPrice,camMaxPrice,camMinGapPct,camMinDayGainPct,camMinRvol,camPullbackBars,camMaxPullbackPct,camStopCents,camRoundBreakDist,emMinPrice,emMaxPrice,emMinGapPct,emMinPremarketVol,emMinRvol,emPoleBars,emMinPolePct,emFlagBars,emMaxFlagRetrace,emEntryBufCents,emStopBufCents,revLookback,revRangePct,revPivot,revSwings,revMaxBarsAfterLow,revMinGreenBody,revMinLowerWick,revEntryBufPct,revStopBufPct,revMinBullRunPct,revTakeProfitPct,fillBars,entryBuf,tpR,trainFilled,trainAvgR,trainPF,trainDDPct,trainTotalPnl,trainWinRate,testFilled,testAvgR,testPF,testDDPct,testTotalPnl,testWinRate
79,Oliver,5771.1816219016878623556007099,3627.3578933854052561028662212,11486.917214676111771734702443,24,0.0045921384224631550,1.36142312789402112,1.5381347591235008,0.0001789713917202180,0.0005892100765319590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0.0013455137886784560,,2,0.6248302891994948563586406409,9.651168204536046250118464007,0.0006167942498775019992368592,133.39977008202266088714536000,0.5,1,0.4231581149701690990697776298,999,0,28.5215961407665659181906800,1
104,Oliver,4091.9915463635514818287114812,0.000,12729.978865908878704571778703,9,0.00192602840574738860,1.4294672862763836,1.8668823726321032,0.0009281518659219850,0.0008135140169474830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.0004962228480708885,2.0,0,0,0,0,0,0,2,0.8729617579527756114749505284,999,0,102.02625731206158243939552500,1
351,Oliver,3591.2406697581247561367247237,-331.89321275876071576350731914,11975.941493533452963987072788,16,0.0033289696622309080,1.8769802861274132,2.2903012970417288,0.00061900640540710,0.0007481120674629290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0.0004334122442795955,,1,-0.1035617545081551658259564574,0,0.0002521760223582959093219181,-6.30440055895739773304795250,0,1,0.690598758995669026623772357,999,0,37.5859140712526678691116775,1
450,Oliver,1534.7924099567783578390320536,2697.1299214809693425362452998,2291.2861426704918807932121842,19,0.0043203853207269560,2.3884983343018668,2.7191239193170904,0.0003560176558587780,0.0009834644184370820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0009596277198100590,1.5,2,0.4598225478046340884924869817,9.502159820791013547124401732,0.0004625339097660496157565138,98.31343058415708079602078500,0.5,5,0.4739109465505818286121386093,7.3507073906107036333055723361,0.0009448167278915679185306526,197.31229226779283999953355750,0.6
250,Oliver,1204.5409002212890736210782136,1303.7967189471683556721894152,1055.6571721324701505444114113,18,0.0062693534871886210,1.6626358751499264,2.9851338492171536,0.0003122648123243190,0.0007551993428520860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.0009808228623498345,,9,0.2679106228816805490224031781,1.4907036441444739097164317624,0.0108803350955368704766054714,192.60650394493206180965314375,0.3333333333333333333333333333,27,0.1265216817429292902147120039,1.4527840662937228008040796848,0.0162146086489127558003653919,361.04004513604023704064063875,0.3703703703703703703703703704
173,Oliver,588.4781939431424538684280200,2647.4636565719040897807133666,0.000,22,0.004276726571506230,1.628996044690254,3.0011293937923064,0.0008497590556972470,0.0008820097362073180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.0009737326265190420,1.5,2,0.4541601667738413430020326062,9.246806914315663060596072022,0.0004681724333659001994452844,96.52319151434736999555852500,0.5,0,0,0,0,0,0
491,Oliver,342.62818941044815665931754374,424.95874663581178638303674721,219.13235357240271207373873852,21,0.0061362749697343730,1.9972230834873504,2.5563181448058776,0.0007359755573496110,0.0008989154230332540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,0.0007163853290101440,2.0,5,0.069898674621883222366582626,1.2240457893590409543674273554,0.0062249096219172481747575788,36.91269697828444700104019000,0.4,14,0.0546725039219089689804818999,1.1117586480153811786432549604,0.0102629508165665628648363642,44.55623905269388502273433500,0.3571428571428571428571428571
481,Oliver,165.42515462773362417167666048,128.99274731868645616548530066,220.07376559130437618096370020,22,0.0176993982394688690,2.9267773450942602,2.4473724505619024,0.0008285223673230610,0.00002727803263220840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0.0003842145357673125,,15,0.0178401590762729227561322527,1.0424070746397163089135003454,0.0164279399943329180352814644,27.21197484562584154673103350,0.3333333333333333333333333333,30,0.0388738033706686498002810164,1.0739428403521570287748359267,0.0296449899535706101150997493,77.65893625161566871758720600,0.3
317,Oliver,95.74759830026250610909885495,166.61480442649949505759613052,-10.553210889092977313647058389,22,0.0151141307196180070,2.8997702286111984,2.7501478061313488,0.0006739147937269480,0.000235287085750740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,0.0010109944769698170,,15,0.0161687724889099426466218023,1.0546089080910992012424443946,0.0196719742095852379057876565,35.86971618627156246364589750,0.3333333333333333333333333333,31,0.0076651383547803596425958528,0.9942779068026110030815509694,0.0321326444186921096226145499,-7.40664295466171183599926250,0.3225806451612903225806451613
114,Oliver,41.039371211141181367571776662,169.81541958094390250428387789,-152.12470134356290033749637517,10,0.0044171526019541260,2.8853743903736466,2.2425732785568440,0.00002548659966582740,0.0001350357477250680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0.0002173494108567705,2.0,14,-0.0047043772426809479647834543,1.0888682417708454072641035781,0.0085549248039620884359487062,35.09842024668473542341969875,0.5,44,-0.037738948648354024082699001,0.9375488738461722412920102379,0.0169810972434488130586555108,-73.33014210882376551595021625,0.3636363636363636363636363636
45,Oliver,-6.33250049148720794681367922,1146.2354611068968912503560789,-1735.1844428890633567425683164,22,0.0104941054119235480,2.2313322325382988,2.9305211790979472,0.0007153518203251770,0.0001138393800304450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.0004668291557891430,,14,0.1786960127402921687748903064,1.5106443099116543745012681663,0.014217536264603680802020324,243.68100171340216258361524000,0.3571428571428571428571428571,30,-0.2164631422732145486705224408,0.5152279552213183701086207565,0.0374785437816441651018499983,-643.68899288432732899556616750,0.2666666666666666666666666667
376,Oliver,-40.792207659083981582707636700,95.62698221629144328097158775,-245.42099247214711887822647337,19,0.0051267651571551210,1.22834727383607408,1.7933007962504864,0.0005841625982821740,0.0003444444888012690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.0003919952511284475,2.0,10,-0.0223564543808718233715906596,1.0682958881477333671273092618,0.0065101176732522760405255782,14.58419577609398429148064000,0.5,12,0.0107539220625581787780829536,0.8460230869906235460749183697,0.0112800564378276093134000528,-49.04373149543570162924786125,0.3333333333333333333333333333
335,Oliver,-63.52568257941945062749289520,818.0254890287188109201984828,-1385.8524399916268429490299622,15,0.0070689288121969190,2.887223056837554,3.0166603406503136,0.0008723683794366050,0.0001803892427964090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0004497301829744730,2.0,15,0.1483281186321448270295342677,1.4577831526839424062826559028,0.0114952379630311938981400921,182.12067866234226088830588500,0.4,27,-0.1948042092287137789090000379,0.5450699079798189540924782702,0.02705150265782253528402811,-480.28052092756997729274078000,0.4074074074074074074074074074
130,Oliver,-68.49210483754580226798729646,-790.37750423589872808725244144,1014.3359942599835864609104210,12,0.0045538824738719970,2.5289866263647496,2.3755964724699008,0.0008267797645306120,0.0005614999935782980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0.0002141281406926590,,8,-0.1993726051290627466733621274,0.5235460271041007189004320736,0.0089653982951103839616536396,-106.78999090748661260839143000,0.375,22,0.2576605658854625340034403959,1.4165502935498809446579270797,0.0142001532721185296712037544,298.01806029841152883415394500,0.3181818181818181818181818182
271,Oliver,-141.24516797388264464060616690,-259.37143150820173484875576052,35.944227327595990671618223527,18,0.0150852394490899730,2.8253318775563190,3.4258373822671544,0.00008420826126085980,0.0005219328834311720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0.0009006880772768925,2.0,19,-0.0279706001329190393710379443,0.910355006980179366156085918,0.0117509572344448620240934291,-72.99590000517098910098775250,0.3684210526315789473684210526,38,0.0105160035761873450360517973,1.0090605664315265855327040195,0.0253809150572908150114780622,11.31332208063412559316759375,0.3684210526315789473684210526
438,Oliver,-143.26694529751122747710155961,-68.437048559605100330551808452,-255.51179040437041819692618635,18,0.0074032935795389580,1.6794014551115232,3.3425169552874352,0.00001488318388112040,0.0008008520253006610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0.001304597675010840,2.0,13,-0.0092627111020890155698574911,0.9668426710464195387372855723,0.0110227212891590057819246936,-15.81214103555923444974531500,0.3846153846153846153846153846,35,-0.0399681109739178071655176098,0.9071004920454676584332902229,0.0216587110551211441614659967,-106.74290875475581800614978250,0.3428571428571428571428571429
265,Oliver,-150.39751860158943355282708238,-807.1559715065338921137628809,834.7401607558272542885766154,18,0.0059187610833527370,2.6020717686051834,3.1020730515951632,0.0005002273528372070,0.0009785808278147970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0003367376103236985,1.5,6,-0.1312039125064082981715272124,0.643012123760624163359069609,0.0095954236359572710200126028,-85.63624763543739922430206500,0.3333333333333333333333333333,7,0.1523518674986412381717483043,1.4562201598668554280883271447,0.004828582243511796735097418,99.01872260375559543804721875,0.4285714285714285714285714286
