trial,finalScore,trainScore,testScore,lookback,maxRangePct,minBodyToMedian,minVolToAvg,breakoutBuf,stopBuf,fillBars,entryBuf,tpR,trainFilled,trainAvgR,trainPF,trainDDPct,trainTotalPnl,trainWinRate,testFilled,testAvgR,testPF,testDDPct,testTotalPnl,testWinRate
310,9071.126035553196384894463922,10008.141245751922227304351100,10165.603220255107621279633156,29,0.004960401454456342,2.6767593955047246,4.246438172760625,0.00182327804706212,0.0001079176590349142,4,0.0011849863425292950,2.5,1,0.1814124575192222730435110022,999,0,15.6338378432343031991248000,1,1,1.7560322025510762127963315555,999,0,151.08408250786919266405755375,1
51,9068.260866190059442382601716,10015.107220768047980557812322,10147.991334323076635119785807,29,0.00467499472651398,2.4270317904777036,4.6711953508999190,0.001822084489195648,0.000797212477213336,5,0.0005425211568561025,2.0,1,0.2510722076804798055781232179,999,0,20.0041812073579934798390000,1,1,1.5799133432307663511978580741,999,0,126.30614192713931761758337500,1
410,5020.9247492610007100530065398,10059.840052968659763528935898,-37.448206300487870160887497393,7,0.0022298549228486862,3.0982826903920082,4.8831347897104625,0.001247995480544864,0.000715011452657642,4,0.0010493621793805450,2.0,2,0.7150671963532643019560256461,999,0,97.31401695571613445532165500,1,3,-0.3997493267002036141418308849,0.2701963190423466536367397992,0.0035047364178195056614361379,-63.94423846277538415357406000,0.3333333333333333333333333333
374,5002.4552099372547832775755515,10023.244317320196132442803637,-28.728451137157240470266576640,16,0.003898995783598628,3.513418562669968,3.6885112992900010,0.001222504919032802,0.001236056802438598,9,0.00018586536878061725,2.0,1,0.3324431732019613244280363709,999,0,25.528256176474669485180696250,1,3,-0.3162505835268453197978232136,0.310862885893460160300616595,0.0042404328681462018698084246,-73.05599173291977811623686125,0.3333333333333333333333333333
173,5000.4985159758547783599111608,10000.830859959757963933185268,0,27,0.00424197081208321,2.324328499065866,4.2724803659471135,0.001699518111394494,0.001764019472414636,12,0.0016228877108650700,2.5,1,0.1083085995975796393318526774,999,0,9.5044637025341221069908000,1,0,0,0,0,0,0
21,4994.7173635902529523631319930,9995.592493814069778601499585,-6.5953317454722869944193948850,27,0.005245474048073153,3.6105512416039356,4.3221842485117645,0.001812287763605028,0.000451094536320816,2,0.002245252884340125,1.5,1,0.0559249381406977860149958503,999,0,5.334299810900412924730000,1,2,-0.1397577049436895906652847420,0.7575286605989839226720842515,0.003896957141863343092235264,-23.62251044439900552839322250,0.5
326,4974.1244990352644015920383091,10027.552507560321545444172856,-106.01751375232131418616351118,22,0.003821063353131087,2.9741994661158872,4.2023417827218505,0.001907181106464556,0.000912211664445796,9,0.00003013882787438975,2.5,1,0.3755250756032154544417285645,999,0,27.517456390643782358238975000,1,1,-1.0585826936866836067672261302,0,0.0031848876730590701888179632,-79.6221918264767547204490800,0
99,4961.1367348489406253314839029,10005.116576465612627906588243,-104.83302757606737853117260722,18,0.003809215344399775,3.1055101997710344,4.3526203531551285,0.001784459837611978,0.001787138937873364,3,0.0013433556858652075,2.5,1,0.1511657646561262790658824323,999,0,13.19229210106100936731068750,1,1,-1.0465355912112641987478156398,0,0.0035893690988191731278208648,-89.734227470479328195521620,0
104,3074.2214155035300794111583476,0,10185.553538758825198527895869,12,0.0026335983828797922,2.0804600165600244,2.6183701267551505,0.001856303731843970,0.001627028033894966,10,0.0008270380801181475,2.5,0,0,0,0,0,0,1,1.9555353875882519852789586937,999,0,160.6370327549077628342443875,1
47,3044.0409141242078433987114552,0,10110.102285310519608496778638,10,0.0021622720966871238,3.3806039457119098,3.8134932384423405,0.000429350616610306,0.001333813073734666,11,0.0007918639542962725,2.5,0,0,0,0,0,0,2,1.2010228531051960849677863767,999,0,184.09618742681727466871730000,1
