symbol,direction,qty,signalTimeUtc,entryTimeUtc,exitTimeUtc,entryLimit,filledEntry,stop,tp,exitPrice,outcome,pnl,r
KEY,Long,608,2025-06-09T18:30:00.0000000Z,2025-06-09T18:35:00.0000000Z,2025-06-09T19:25:00.0000000Z,16.446114919628407780835,16.4543379770882219847254175,16.347644938750939873040,,16.3394711162815644031034800,Stop,-69.8390513704478096261380000,-1.076610644862657953930050652
CMCSA,Long,287,2025-06-09T13:35:00.0000000Z,2025-06-09T13:40:00.0000000Z,2025-06-09T19:50:00.0000000Z,34.794093402695280247220,34.8114904493966278873436100,34.5788663267406035639700,,34.56157689357723326218801500,Stop,-71.72519052016625741965576500,-1.0743234749946194074742789618
KIM,Long,476,2025-06-09T13:30:00.0000000Z,2025-06-09T13:35:00.0000000Z,2025-06-09T19:50:00.0000000Z,20.990567855423476029465,21.0010631393511877674797325,20.8492427657113912256100,,21.0444725,EndOfDay,20.6628556688346226796473300,0.285925792488191945457541167
HAS,Long,149,2025-06-09T13:40:00.0000000Z,2025-06-09T13:45:00.0000000Z,2025-06-09T19:50:00.0000000Z,66.745401268461486964460,66.7787739690957177079422300,66.090051115463763031960,,67.596185,EndOfDay,121.7942436047380615166077300,1.1868504531157856010908655771
CMCSA,Long,282,2025-06-10T18:05:00.0000000Z,2025-06-10T18:10:00.0000000Z,2025-06-10T19:50:00.0000000Z,35.4597456498987428871625,35.47747552272369225860608125,35.213386775157892489360,,35.542220,EndOfDay,18.25794259191878307308508750,0.2451618172795346018632446213
CMCSA,Long,280,2025-06-11T13:50:00.0000000Z,2025-06-11T13:55:00.0000000Z,2025-06-11T17:45:00.0000000Z,35.644927102128277606545,35.6627495656793417453482725,35.363273495256464676460,,35.3455918585088364441217700,Stop,-88.8041580077414843434207000,-1.0590419018209393690607800512
DXCM,Short,119,2025-06-11T16:45:00.0000000Z,2025-06-11T16:50:00.0000000Z,2025-06-11T19:50:00.0000000Z,83.4430767704222300733875,83.40135523203701895835080625,84.113474504766717828300,,83.131545,EndOfDay,32.10741761240525604374594375,0.3788834853503980260882602618
OMC,Long,136,2025-06-11T13:40:00.0000000Z,2025-06-11T13:45:00.0000000Z,2025-06-11T19:50:00.0000000Z,73.502021822782348347335,73.5387728336937395215086675,72.784991279866654055760,,73.233365,EndOfDay,-41.5354653823485749251787800,-0.4051675610037531929487622241
CARR,Long,137,2025-06-12T13:35:00.0000000Z,2025-06-12T13:40:00.0000000Z,2025-06-12T13:45:00.0000000Z,72.5661047534060512520775,72.60238780578275427770353875,72.015572783360650161980,,71.9795649969689698368990100,Stop,-85.32672480748846839022043875,-1.0613613916069439495998027667
CARR,Long,137,2025-06-12T14:20:00.0000000Z,2025-06-12T14:25:00.0000000Z,2025-06-12T19:50:00.0000000Z,72.521060616377245509525,72.5573211466854341322797625,72.015572783360650161980,,72.2088775,EndOfDay,-47.7367795959044761223274625,-0.6431835705916815453144592218
CHD,Long,100,2025-06-13T13:45:00.0000000Z,2025-06-13T13:50:00.0000000Z,2025-06-13T16:35:00.0000000Z,99.3623613814311563216425,99.41204256212187189980332125,98.3806468486994978728700,,98.33145652527514812393356500,Stop,-108.05860368467237758697562500,-1.0476929686484022429827616561
KEY,Short,627,2025-06-16T19:35:00.0000000Z,2025-06-16T19:40:00.0000000Z,2025-06-16T19:50:00.0000000Z,15.9193705876884553872425,15.91141090239461115954887875,16.032098293472490417720,,15.957975,EndOfDay,-29.19568919857880296285302375,-0.3858240466507487092282976126
CHD,Short,102,2025-06-16T19:30:00.0000000Z,2025-06-16T19:35:00.0000000Z,2025-06-16T19:50:00.0000000Z,97.7690117705761334466575,97.72012726469084537993417125,98.414266303376074137240,,97.84890,EndOfDay,-13.13481900153377124671453250,-0.1855143251315522029370515801
GEHC,Short,138,2025-06-16T19:25:00.0000000Z,2025-06-16T19:30:00.0000000Z,2025-06-16T19:50:00.0000000Z,72.398919767165507493785,72.3627203072819247400381075,72.864986064153060381660,,72.806385,EndOfDay,-61.2257275950943858747411650,-0.8833265789049293535470007537
CHD,Short,102,2025-06-16T19:50:00.0000000Z,2025-06-16T19:55:00.0000000Z,2025-06-16T19:55:00.0000000Z,97.70407552406218618590,97.655223486300155092807050,98.414266303376074137240,,97.878915,EndOfDay,-22.816534397384180533680900,-0.2947021019994335908678669944
KEY,Short,627,2025-06-16T19:50:00.0000000Z,2025-06-16T19:55:00.0000000Z,2025-06-16T19:55:00.0000000Z,15.934355875345520139725,15.9263886974078473796551375,16.032098293472490417720,,15.937965,EndOfDay,-7.2583417252796929562287875,-0.1095104231130874239181085465
CHD,Short,102,2025-06-16T19:55:00.0000000Z,,,97.734046099376315690865,,98.414266303376074137240,,,NoFill,0,0
CMCSA,Short,288,2025-06-17T16:50:00.0000000Z,2025-06-17T16:55:00.0000000Z,2025-06-17T19:50:00.0000000Z,34.695936021990590247815,34.6785880539795949526910925,34.916348905072109280540,,34.5122475,EndOfDay,47.9060795461233463750346400,0.6996128808222962545981967981
GEHC,Short,138,2025-06-17T13:40:00.0000000Z,2025-06-17T13:45:00.0000000Z,2025-06-17T19:50:00.0000000Z,72.3739442877370662396475,72.33775731559319770652767625,72.864986064153060381660,,71.215590,EndOfDay,154.85908955186128350081932250,2.1284258847007551585525996351
KEY,Short,628,2025-06-16T19:55:00.0000000Z,2025-06-17T13:40:00.0000000Z,2025-06-17T19:50:00.0000000Z,15.914375491802767136415,15.9064183040568657528467925,16.032098293472490417720,,15.7428675,EndOfDay,102.7099049477116927877856900,1.3013273220130694055420544887
OKTA,Short,101,2025-06-18T13:35:00.0000000Z,2025-06-18T13:40:00.0000000Z,2025-06-18T18:25:00.0000000Z,98.373418372744411796785,98.3242316635580395908866075,99.2699119988142126707700,,99.31954695481361977710538500,Stop,-100.52684441681359880809652750,-1.0524859766550624234403370775
CHD,Short,104,2025-06-20T13:45:00.0000000Z,2025-06-20T13:50:00.0000000Z,2025-06-20T14:00:00.0000000Z,95.9707772517283631487575,95.92279186310249896718312125,96.592891840572083340720,,96.6411882864923693823903600,Stop,-74.71322803254652318155283000,-1.072073492828132802177437673
DXCM,Short,125,2025-06-20T19:35:00.0000000Z,2025-06-20T19:40:00.0000000Z,2025-06-20T19:50:00.0000000Z,79.591857842556588685385,79.5520619136353103910423075,80.330619851250736943220,,79.829895,EndOfDay,-34.7291357955862011197115625,-0.3568560192394145991646647005
GEHC,Short,140,2025-06-20T17:40:00.0000000Z,2025-06-20T17:45:00.0000000Z,2025-06-20T19:50:00.0000000Z,71.389910398256480826630,71.3542154430573525862166850,71.844215760823351253940,,71.4206925,EndOfDay,-9.3067879719706379296641000,-0.1356673751676907285579261227
DXCM,Short,125,2025-06-20T19:50:00.0000000Z,2025-06-20T19:55:00.0000000Z,2025-06-20T19:55:00.0000000Z,79.711740143813106705245,79.6718842737412001518923775,80.330619851250736943220,,80.0950275,EndOfDay,-52.8929032823499810134528125,-0.6423567220379467451667296544
KEY,Long,618,2025-06-23T13:35:00.0000000Z,,,16.185859905684196823865,,16.067856394566938457120,,,NoFill,0,0
KEY,Long,587,2025-06-23T13:40:00.0000000Z,2025-06-23T13:45:00.0000000Z,2025-06-23T16:35:00.0000000Z,16.245918755055937813935,16.2540417144334657828419675,16.067856394566938457120,,16.0598224663696549878914400,Stop,-114.0066986134569366359596425,-1.0431501699652949964550350157
CARR,Long,139,2025-06-23T19:30:00.0000000Z,2025-06-23T19:35:00.0000000Z,2025-06-23T19:50:00.0000000Z,71.5851435470009484142675,71.62093611877444888847463375,70.956373294664073373140,,71.66415,EndOfDay,6.00672949035160450202590875,0.0650260286277672223588176454
OKTA,Short,101,2025-06-24T14:10:00.0000000Z,2025-06-24T14:15:00.0000000Z,2025-06-24T14:35:00.0000000Z,98.5382565369721240740925,98.48898740870363801205545375,99.294930878797783972920,,99.3445783442371828649064600,Stop,-86.41468448888803013795163125,-1.0616016721788183771354613216
CARR,Long,137,2025-06-24T19:25:00.0000000Z,2025-06-24T19:30:00.0000000Z,2025-06-24T19:50:00.0000000Z,72.5360753287201807570425,72.57234336638454084742102125,72.055542575386936078540,,72.3188225,EndOfDay,-34.73235869468209609667991125,-0.4905582011497266607126483917
CARR,Long,137,2025-06-24T19:55:00.0000000Z,2025-06-25T13:30:00.0000000Z,2025-06-25T14:40:00.0000000Z,72.57110965752036300125,72.607395212349123182750625,72.055542575386936078540,,72.0195148040992426105007300,Stop,-80.5396159302336383982356150,-1.0652851302587181220017232261
KEY,Long,595,2025-06-25T19:35:00.0000000Z,2025-06-25T19:40:00.0000000Z,2025-06-25T19:50:00.0000000Z,16.796458207630230222910,16.8048564367340453380214550,16.717365514994084601220,,16.79160,EndOfDay,-7.8875798567569761227657250,-0.1515178543145988245368789331
KEY,Long,594,2025-06-25T19:50:00.0000000Z,2025-06-25T19:55:00.0000000Z,2025-06-25T19:55:00.0000000Z,16.81647782408747721960,16.824886062999520958209800,16.717365514994084601220,,16.79160,EndOfDay,-19.771921421715449176621200,-0.3095786211751634516286296632
KEY,Long,594,2025-06-25T19:55:00.0000000Z,,,16.81647782408747721960,,16.717365514994084601220,,,NoFill,0,0
