trial,strategy,finalScore,trainScore,testScore,lookback,maxRangePct,minBodyToMedian,minVolToAvg,breakoutBuf,stopBuf,camMinPrice,camMaxPrice,camMinGapPct,camMinDayGainPct,camMinRvol,camPullbackBars,camMaxPullbackPct,camStopCents,camRoundBreakDist,emMinPrice,emMaxPrice,emMinGapPct,emMinPremarketVol,emMinRvol,emPoleBars,emMinPolePct,emFlagBars,emMaxFlagRetrace,emEntryBufCents,emStopBufCents,fillBars,entryBuf,tpR,trainFilled,trainAvgR,trainPF,trainDDPct,trainTotalPnl,trainWinRate,testFilled,testAvgR,testPF,testDDPct,testTotalPnl,testWinRate
2,Oliver,-369.02121574983962168106646333,-663.70296481392989288602395347,73.001407846295785126369771874,14,0.0053752007239382790,1.8968527978737150,1.6183534762441904,0.00002081088489890610,0.0001348336022975080,,,,,,,,,,,,,,,,,,,,,15,0.0002926366018562745,2.0,28,-0.1462698928470186132447213014,0.6277122424130550229978326227,0.0126145140616243599666525869,-234.96665175385730300622298250,0.3928571428571428571428571429,94,-0.0126069656051483294948212676,1.0193607774640779401253548387,0.035309930317859146449751612,43.07591276661201130451242250,0.4255319148936170212765957447
3,Oliver,-2546.2842889473952732648043048,-1501.2908262167812547598391188,-4113.7744830433163010222520837,22,0.0078184362122874950,1.3866640684132764,2.3709993237960152,0.0003587550168664920,0.0007075054811814360,,,,,,,,,,,,,,,,,,,,,12,0.0009308224839301890,1.5,28,-0.1913684197467011903731869068,0.4137544073201642335242575361,0.021669717036170434789508635,-533.08971285604131570753736000,0.3571428571428571428571428571,57,-0.3955405896572995819714063146,0.1482307386041076300833106656,0.0889684970912685481254016126,-2168.6658455767910983927237875,0.2105263157894736842105263158
4,Oliver,-2585.8486596662134275521264465,-2504.2665252045276489550964344,-2708.2218613587420954476714648,19,0.0085287701536569530,1.6414630318253604,2.7472281735610352,0.0002105461937424480,0.0005175375866319690,,,,,,,,,,,,,,,,,,,,,10,0.0003792081793673370,1.5,55,-0.2397379275265109159291747273,0.3675643782345990947474767601,0.0583189979713009089942657066,-1299.3412787441266076651210288,0.3090909090909090909090909091,95,-0.2036023548516424083285122237,0.458031432757053524900937294,0.0789495306958846924722379734,-1761.2025931661238515400750287,0.3263157894736842105263157895
1,Oliver,-2641.5105899944763667292324133,-3173.0662472954437010503877310,-1844.1771040430253652474994367,5,0.00233303066870804520,2.5945772432696904,2.3267342450221688,0.0007974905584927140,0.0008273082910232750,,,,,,,,,,,,,,,,,,,,,4,0.0011041959352345185,0.5,10,-0.673732390139790557035221123,0.0184363590894688419499952037,0.0206989494959837343136712134,-517.47373739959335784178033500,0.2,22,-0.3689925737402800917208754243,0.0562072411105145283372753775,0.0220823264781312836765827896,-552.05816195328209191456973875,0.2272727272727272727272727273
10,Oliver,-2766.2096999539327750392027744,-2594.5323868563736981144273854,-3023.7256696002713904263658581,22,0.0118721263440661770,2.1792909051195204,2.5421663942943176,0.00007051165777748060,0.0007690253582638810,,,,,,,,,,,,,,,,,,,,,1,0.0006829311452726520,1.5,67,-0.215141798512751230127542768,0.3788335459799533182783837499,0.0595388830438972865286625491,-1473.5970064411776411269595087,0.2985074626865671641791044776,100,-0.2088399312237272456011683512,0.4254755058070833868528180717,0.0816524570058432175141166648,-2001.5007312141803727987029475,0.26
9,Oliver,-2945.3786262866668194798620057,-3123.9077992258960317245571696,-2677.5848668778230011128192598,13,0.0081181635521902580,2.3651178116747736,2.6658908825208848,0.0002596306946406280,0.00007571450298452490,,,,,,,,,,,,,,,,,,,,,2,0.0004285442786889825,0.5,76,-0.2704922080905003760685868167,0.2596169663102686056683809179,0.0752413577068761295697719205,-1866.9888531906260798693533626,0.3684210526315789473684210526,116,-0.1876869657454637232447478319,0.4174467058351959578257936035,0.0771942926974339186917299485,-1857.7643614819323446932743562,0.4482758620689655172413793103
6,Oliver,-4289.2673371583151807053264178,-4608.2256717108046610947252599,-3810.8298353295809601212281547,10,0.0080211383290687250,2.7348252177866286,1.521597353565320,0.0008522005578746090,0.0006443545756136790,,,,,,,,,,,,,,,,,,,,,13,0.0006622812532178505,0.75,156,-0.2248339340089208711810243643,0.4213936793541068723408279953,0.1442812212998664158482315748,-3470.3546555770278385722841391,0.4294871794871794871794871795,259,-0.132813619019204893155848069,0.6041872925282819026000354265,0.1598295115426234373896282794,-3181.3140083610579854354966139,0.471042471042471042471042471
8,Oliver,-9065.082209484725904794749137,-9946.684054040953133282153685,-7742.6794426503850620636423144,4,0.0165735357965219470,1.2355095514261674,3.1870468559148944,0.0007305896499802310,0.0007680054319873480,,,,,,,,,,,,,,,,,,,,,8,0.001107379191372255,1.5,311,-0.2766587556414308878639225703,0.4768660366669739286258916064,0.355975665894183650145927207,-8533.611769245142840861527508,0.331189710610932475884244373,361,-0.2143306938834050217437735429,0.5937796492396655463066126,0.2845824743038706400213354772,-6774.4418354537497932179020425,0.3795013850415512465373961219
5,Oliver,-9963.921831293257216585471075,-10399.634020655854047512906298,-9310.353547249361970194318240,4,0.0101943301713067760,2.006324226039612,2.2675050237996056,0.0007115773906519530,0.0004512477258458960,,,,,,,,,,,,,,,,,,,,,6,0.0004245607708229505,1.0,409,-0.2542417479504061991221114452,0.4929625872005171092684419549,0.3744651394015247621399417389,-9231.526105462827249421320796,0.3936430317848410757946210269,490,-0.2167526500961718031790095423,0.5746741816063527118641266985,0.3455271046950470094454449247,-8417.859033808645497470987462,0.4265306122448979591836734694
7,Oliver,-17096.070753499852511532236149,-17904.612962120952714305242948,-15883.257440568202207372725951,4,0.0112061137814103180,2.4805280856231822,1.26142316952414032,0.0009306644368593880,0.0001769422358725880,,,,,,,,,,,,,,,,,,,,,2,0.0006271140829786260,0.75,812,-0.2452713126178981614459871144,0.4811154084778606826176941295,0.6731009028958177021774712214,-16815.462989928938707338996016,0.4704433497536945812807881773,929,-0.1992223591753299317057682278,0.5488272807542952176695420219,0.6385805780575598113087067966,-15027.785479313509410373009089,0.5059203444564047362755651238
